Block,Pattern,Item,Tag,X_Coordination,Y_Coordination,Z_Coordination
1689327709345,VR-easy,7,Purple Pyramids,Same Color,-0.9924079,0.3789307,-1.769814
1689327709345,VR-easy,7,Purple Cylinder,Same Color,0.6014037,2.221565,-2.607943
1689327709345,VR-easy,7,Blue Sphere,Same Shape,0.4747862,1.712164,-1.504305
1689327709345,VR-easy,7,Blue Sphere,Same Shape,-0.2463506,0.4220391,-2.040394
1689327709345,VR-easy,7,Red Sphere,Same Shape,0.9079931,0.7661229,-2.10533
1689327709345,VR-easy,7,Blue Sphere,Same Shape,-0.9315047,1.234167,-2.501797
1689327709345,VR-easy,7,Blue Sphere,Same Shape,0.3083013,1.721356,-2.628984
1689327709345,VR-easy,7,Yellow Sphere,Same Shape,-0.04482001,1.849157,-1.175802
1689327709345,VR-easy,7,Red Pyramids,Different,-0.6181213,0.8295025,-1.429991
1689327709345,VR-easy,7,Yellow Cube,Different,-0.2100384,0.9987938,-0.5973923
1689327709345,VR-easy,7,Yellow Pyramids,Different,-1.67857,1.05154,-2.705142
1689327709345,VR-easy,7,Yellow Cylinder,Different,0.1304986,1.320409,-0.8368606
1689327709345,VR-easy,7,Yellow Cube,Different,-0.4901219,1.993268,-1.896853
1689327716853,VR-easy,8,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1689327716853,VR-easy,8,Yellow Cube,Target,0.9676351,1.332353,-2.001766
1689327716853,VR-easy,8,Yellow Pyramids,Same Color,0.4391821,1.414558,-0.9352705
1689327716853,VR-easy,8,Yellow Sphere,Same Color,1.511007,1.525833,-2.713762
1689327716853,VR-easy,8,Yellow Cylinder,Same Color,-0.1093452,1.492855,-0.4636676
1689327716853,VR-easy,8,Yellow Cylinder,Same Color,0.2185454,0.9942964,-2.206578
1689327716853,VR-easy,8,Yellow Pyramids,Same Color,0.2260186,1.987164,-2.155228
1689327716853,VR-easy,8,Yellow Pyramids,Same Color,0.5359527,1.523452,-1.649301
1689327716853,VR-easy,8,Red Cube,Same Shape,-0.2146448,1.305533,-1.905529
1689327716853,VR-easy,8,Blue Cube,Same Shape,1.088732,0.6927103,-1.992172
1689327716853,VR-easy,8,Blue Cube,Same Shape,0.2334313,1.005778,-0.4241996
1689327716853,VR-easy,8,Blue Cube,Same Shape,-0.2845939,0.8992741,-1.558025
1689327716853,VR-easy,8,Red Cube,Same Shape,-1.052753,0.5947219,-1.409924
1689327716853,VR-easy,8,Blue Cube,Same Shape,1.255973,2.105331,-2.071491
1689327716853,VR-easy,8,Blue Sphere,Different,-0.7461962,1.486223,-0.8626925
1689327716853,VR-easy,8,Purple Pyramids,Different,-0.2098226,0.8811635,-2.558485
1689327716853,VR-easy,8,Blue Sphere,Different,0.8370762,1.864215,-1.90573
1689327716853,VR-easy,8,Purple Cylinder,Different,-0.9987594,1.335199,-2.420421
1689327716853,VR-easy,8,Red Cylinder,Different,-1.0077,1.971784,-2.226924
1689327724610,VR-easy,9,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1689327724610,VR-easy,9,Yellow Cube,Target,-0.3962076,0.4746793,-1.788876
1689327724610,VR-easy,9,Yellow Sphere,Same Color,0.4437329,1.749861,-1.739756
1689327724610,VR-easy,9,Yellow Sphere,Same Color,0.06499761,0.5331969,-2.605247
1689327724610,VR-easy,9,Yellow Pyramids,Same Color,0.4417556,0.556335,-2.03827
1689327724610,VR-easy,9,Yellow Sphere,Same Color,-1.463869,1.644993,-2.500558
1689327724610,VR-easy,9,Yellow Pyramids,Same Color,0.1546454,1.468995,-1.031116
1689327724610,VR-easy,9,Yellow Cylinder,Same Color,1.310781,0.5982219,-2.328164
1689327724610,VR-easy,9,Red Cube,Same Shape,0.801425,0.1675071,-2.761441
1689327724610,VR-easy,9,Blue Cube,Same Shape,0.8574738,1.14488,-2.469884
1689327724610,VR-easy,9,Purple Cube,Same Shape,-1.045099,0.838703,-1.448476
1689327724610,VR-easy,9,Purple Cube,Same Shape,-0.4727797,1.494655,-2.114067
1689327724610,VR-easy,9,Blue Cube,Same Shape,-0.4724705,2.053319,-2.374481
1689327724610,VR-easy,9,Blue Cube,Same Shape,0.6746134,0.719757,-1.040872
1689327724610,VR-easy,9,Blue Pyramids,Different,-0.9971326,1.642008,-1.903173
1689327724610,VR-easy,9,Red Cylinder,Different,0.6694404,1.692688,-2.255297
1689327724610,VR-easy,9,Blue Sphere,Different,-0.3294,1.06097,-1.054649
1689327724610,VR-easy,9,Red Pyramids,Different,-1.46818,0.3757465,-2.678981
1689327724610,VR-easy,9,Red Cylinder,Different,-0.05468541,1.634677,-1.598071
1689327732365,VR-easy,10,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1689327732365,VR-easy,10,Purple Cylinder,Target,-0.3070225,0.5782925,-1.370759
1689327732365,VR-easy,10,Purple Cube,Same Color,-1.089607,1.585117,-2.725004
1689327732365,VR-easy,10,Purple Cube,Same Color,-0.681703,1.278128,-0.9153161
1689327732365,VR-easy,10,Purple Sphere,Same Color,-0.1944394,0.6107332,-2.443014
1689327732365,VR-easy,10,Purple Cube,Same Color,-0.5687149,0.4203297,-1.907503
1689327732365,VR-easy,10,Purple Sphere,Same Color,-1.047959,1.852435,-1.779154
1689327732365,VR-easy,10,Purple Sphere,Same Color,-0.15306,1.110171,-2.413096
1689327732365,VR-easy,10,Blue Cylinder,Same Shape,1.452912,1.225235,-2.714325
1689327732365,VR-easy,10,Red Cylinder,Same Shape,1.233001,0.7887025,-2.097947
1689327732365,VR-easy,10,Red Cylinder,Same Shape,0.6736479,1.735684,-2.056834
1689327732365,VR-easy,10,Yellow Cylinder,Same Shape,-0.5870318,1.998571,-2.303665
1689327732365,VR-easy,10,Blue Cylinder,Same Shape,-0.2788941,1.712936,-2.628453
1689327732365,VR-easy,10,Yellow Cylinder,Same Shape,1.029109,0.5090806,-1.687927
1689327732365,VR-easy,10,Red Cube,Different,1.435339,0.5875866,-2.706726
1689327732365,VR-easy,10,Blue Cube,Different,-1.345405,0.9283433,-1.854477
1689327732365,VR-easy,10,Yellow Pyramids,Different,0.4781836,1.310542,-1.447284
1689327732365,VR-easy,10,Red Sphere,Different,-0.6160013,1.756767,-0.7713802
1689327732365,VR-easy,10,Yellow Cube,Different,1.038968,1.394531,-2.137532
1691950728839,VR-easy,1,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1691950728839,VR-easy,1,Purple Sphere,Target,0.3372451,1.506732,-0.6689479
1691950728839,VR-easy,1,Purple Pyramids,Same Color,0.7260455,0.8378595,-0.7325428
1691950728839,VR-easy,1,Purple Pyramids,Same Color,0.3173949,1.248038,-1.512583
1691950728839,VR-easy,1,Purple Cube,Same Color,0.1960838,0.5933864,-1.084263
1691950728839,VR-easy,1,Purple Pyramids,Same Color,-0.2605048,1.859693,-1.305928
1691950728839,VR-easy,1,Purple Cylinder,Same Color,-0.5425248,0.5563262,-1.177587
1691950728839,VR-easy,1,Purple Cylinder,Same Color,0.9462677,2.050817,-2.271627
1691950728839,VR-easy,1,Blue Sphere,Same Shape,0.4302447,1.847672,-1.628366
1691950728839,VR-easy,1,Blue Sphere,Same Shape,-0.2545336,1.949794,-2.238211
1691950728839,VR-easy,1,Yellow Sphere,Same Shape,0.5945863,0.844578,-1.735638
1691950728839,VR-easy,1,Blue Sphere,Same Shape,0.3808118,2.12544,-2.079486
1691950728839,VR-easy,1,Blue Sphere,Same Shape,0.061961,0.8827185,-2.065643
1691950728839,VR-easy,1,Yellow Sphere,Same Shape,-1.002674,0.3241158,-2.051101
1691950728839,VR-easy,1,Yellow Cylinder,Different,-0.1522884,1.357898,-2.226379
1691950728839,VR-easy,1,Red Pyramids,Different,-1.374239,2.099823,-2.36885
1691950728839,VR-easy,1,Blue Pyramids,Different,-1.403577,0.7643402,-2.618391
1691950728839,VR-easy,1,Red Cube,Different,0.2865447,1.611668,-2.365988
1691950728839,VR-easy,1,Red Cylinder,Different,-1.489101,1.474631,-2.494578
1691950819648,VR-easy,2,TargetPanelRight,Panel,-1.820001,1.2,-1.55
1691950819648,VR-easy,2,Red Cube,Target,-0.7619616,1.395905,-1.29678
1691950819648,VR-easy,2,Red Pyramids,Same Color,0.08393258,1.652433,-1.99965
1691950819648,VR-easy,2,Red Pyramids,Same Color,-0.6740125,1.205205,-0.4219869
1691950819648,VR-easy,2,Red Cylinder,Same Color,-1.314738,2.169225,-2.639975
1691950819648,VR-easy,2,Red Sphere,Same Color,0.1859682,1.046128,-1.666168
1691950819648,VR-easy,2,Red Pyramids,Same Color,-0.6288481,1.277317,-2.0051
1691950819648,VR-easy,2,Red Cylinder,Same Color,-0.91087,0.573737,-1.641235
1691950819648,VR-easy,2,Purple Cube,Same Shape,-0.4053479,0.5148018,-1.926215
1691950819648,VR-easy,2,Yellow Cube,Same Shape,-0.03646678,1.306989,-2.397336
1691950819648,VR-easy,2,Purple Cube,Same Shape,1.133482,1.070712,-2.182642
1691950819648,VR-easy,2,Blue Cube,Same Shape,-0.702539,1.500428,-2.717884
1691950819648,VR-easy,2,Yellow Cube,Same Shape,0.3576498,0.4481356,-2.474016
1691950819648,VR-easy,2,Yellow Cube,Same Shape,0.5498911,1.316523,-1.287827
1691950819648,VR-easy,2,Blue Pyramids,Different,-0.6744118,1.045626,-2.461293
1691950819648,VR-easy,2,Purple Cylinder,Different,-0.5435438,1.834103,-0.931003
1691950819648,VR-easy,2,Yellow Sphere,Different,1.177046,0.1761294,-2.542985
1691950819648,VR-easy,2,Purple Cylinder,Different,1.242749,2.035211,-2.135679
1691950819648,VR-easy,2,Purple Pyramids,Different,1.045518,1.975977,-1.582162
1691950928242,VR-easy,3,TargetPanelLeft,Panel,1.82,1.2,-1.55
1691950928242,VR-easy,3,Purple Cylinder,Target,1.222609,0.8260301,-2.388286
1691950928242,VR-easy,3,Purple Sphere,Same Color,-0.8990601,1.997829,-2.572375
1691950928242,VR-easy,3,Purple Pyramids,Same Color,-0.00208354,1.112209,-0.5991095
1691950928242,VR-easy,3,Purple Cube,Same Color,-0.3168316,1.438186,-1.847675
1691950928242,VR-easy,3,Purple Sphere,Same Color,0.1048275,1.375716,-2.389403
1691950928242,VR-easy,3,Purple Sphere,Same Color,-1.459795,2.174362,-2.246596
1691950928242,VR-easy,3,Purple Cube,Same Color,0.4682807,0.4022093,-2.466624
1691950928242,VR-easy,3,Red Cylinder,Same Shape,0.9925262,1.450766,-2.299766
1691950928242,VR-easy,3,Yellow Cylinder,Same Shape,-0.6666274,1.005695,-0.7425826
1691950928242,VR-easy,3,Red Cylinder,Same Shape,1.348863,1.316118,-2.638024
1691950928242,VR-easy,3,Red Cylinder,Same Shape,-0.7488772,1.959654,-1.341233
1691950928242,VR-easy,3,Red Cylinder,Same Shape,-0.4832428,0.3806411,-2.520259
1691950928242,VR-easy,3,Red Cylinder,Same Shape,0.8625309,1.234887,-0.929464
1691950928242,VR-easy,3,Yellow Pyramids,Different,0.7566227,0.6853957,-1.440007
1691950928242,VR-easy,3,Blue Cube,Different,-0.073919,0.749435,-1.303905
1691950928242,VR-easy,3,Yellow Pyramids,Different,-1.538492,1.461715,-2.467672
1691950928242,VR-easy,3,Blue Cube,Different,0.9435285,0.44224,-2.678841
1691950928242,VR-easy,3,Blue Sphere,Different,-0.1779011,1.538868,-1.095444
